block,round,task,trial_duration,delay,audioFile,number,stimulus,type,response_1,rt_1,response_2,rt_2
0.0,0.0,tone_number_task,867.0,717.0,tones/880hz_short.mp3,25,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1743.0,j,1710.0
0.0,2.0,tone_number_task,927.0,777.0,tones/880hz_short.mp3,67,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1719.0,k,1389.0
0.0,12.0,tone_number_task,480.0,330.0,tones/440hz_short.mp3,46,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1562.0,k,1423.0
0.0,14.0,tone_number_task,822.0,672.0,tones/440hz_short.mp3,63,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1522.0,k,1046.0
0.0,15.0,tone_number_task,602.0,452.0,tones/880hz_short.mp3,22,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1061.0,j,867.0
0.0,16.0,tone_number_task,693.0,543.0,tones/440hz_short.mp3,35,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1708.0,j,1349.0
0.0,17.0,tone_number_task,376.0,226.0,tones/440hz_short.mp3,46,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1193.0,k,1262.0
0.0,20.0,tone_number_task,1030.0,880.0,tones/880hz_short.mp3,64,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,2112.0,k,1487.0
0.0,21.0,tone_number_task,846.0,696.0,tones/440hz_short.mp3,38,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1620.0,j,1287.0
0.0,22.0,tone_number_task,1175.0,1025.0,tones/880hz_short.mp3,49,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,2173.0,k,1498.0
0.0,23.0,tone_number_task,1066.0,916.0,tones/880hz_short.mp3,32,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1546.0,j,1573.0
0.0,25.0,tone_number_task,927.0,777.0,tones/440hz_short.mp3,37,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,2053.0,j,1571.0
0.0,27.0,tone_number_task,828.0,678.0,tones/440hz_short.mp3,38,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1522.0,j,1143.0
