block,round,task,trial_duration,delay,audioFile,number,stimulus,type,response_1,rt_1,response_2,rt_2
0.0,0.0,tone_number_task,705.0,555.0,tones/440hz_short.mp3,41,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,621.0,j,1041.0
0.0,1.0,tone_number_task,500.0,350.0,tones/880hz_short.mp3,50,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,758.0,k,712.0
0.0,2.0,tone_number_task,433.0,283.0,tones/440hz_short.mp3,26,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,981.0,j,856.0
0.0,3.0,tone_number_task,928.0,778.0,tones/880hz_short.mp3,68,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1256.0,k,657.0
0.0,4.0,tone_number_task,394.0,244.0,tones/440hz_short.mp3,55,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,782.0,k,1122.0
0.0,5.0,tone_number_task,396.0,246.0,tones/880hz_short.mp3,35,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1023.0,k,1133.0
0.0,6.0,tone_number_task,690.0,540.0,tones/880hz_short.mp3,41,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1252.0,j,1062.0
0.0,7.0,tone_number_task,950.0,800.0,tones/440hz_short.mp3,30,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1373.0,j,665.0
0.0,8.0,tone_number_task,831.0,681.0,tones/880hz_short.mp3,30,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1208.0,j,634.0
0.0,9.0,tone_number_task,648.0,498.0,tones/880hz_short.mp3,53,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1217.0,k,939.0
0.0,10.0,tone_number_task,716.0,566.0,tones/440hz_short.mp3,27,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,534.0,j,560.0
0.0,11.0,tone_number_task,400.0,250.0,tones/880hz_short.mp3,23,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,468.0,j,695.0
0.0,12.0,tone_number_task,898.0,748.0,tones/440hz_short.mp3,22,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,807.0,j,565.0
0.0,13.0,tone_number_task,731.0,581.0,tones/440hz_short.mp3,35,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,644.0,j,403.0
0.0,14.0,tone_number_task,500.0,350.0,tones/440hz_short.mp3,62,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,736.0,k,667.0
0.0,15.0,tone_number_task,187.0,37.0,tones/880hz_short.mp3,27,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1112.0,j,1277.0
0.0,16.0,tone_number_task,959.0,809.0,tones/880hz_short.mp3,24,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1021.0,j,600.0
0.0,17.0,tone_number_task,187.0,37.0,tones/880hz_short.mp3,64,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1114.0,k,1168.0
0.0,18.0,tone_number_task,302.0,152.0,tones/880hz_short.mp3,25,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,635.0,k,627.0
0.0,19.0,tone_number_task,983.0,833.0,tones/880hz_short.mp3,66,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,830.0,k,509.0
0.0,20.0,tone_number_task,971.0,821.0,tones/880hz_short.mp3,69,tones/880hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,s,871.0,k,545.0
0.0,21.0,tone_number_task,631.0,481.0,tones/440hz_short.mp3,25,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,937.0,j,668.0
0.0,22.0,tone_number_task,321.0,171.0,tones/880hz_short.mp3,46,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,753.0,k,1239.0
0.0,23.0,tone_number_task,336.0,186.0,tones/880hz_short.mp3,21,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,753.0,j,718.0
0.0,24.0,tone_number_task,813.0,663.0,tones/880hz_short.mp3,50,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,904.0,k,633.0
0.0,25.0,tone_number_task,789.0,639.0,tones/440hz_short.mp3,48,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,789.0,k,663.0
0.0,26.0,tone_number_task,1168.0,1018.0,tones/440hz_short.mp3,34,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,865.0,j,732.0
0.0,27.0,tone_number_task,946.0,796.0,tones/440hz_short.mp3,64,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1271.0,k,752.0
0.0,28.0,tone_number_task,621.0,471.0,tones/880hz_short.mp3,30,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,652.0,j,806.0
0.0,29.0,tone_number_task,809.0,659.0,tones/880hz_short.mp3,36,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1477.0,j,1116.0
0.0,30.0,tone_number_task,412.0,262.0,tones/440hz_short.mp3,60,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1253.0,j,1116.0
0.0,31.0,tone_number_task,525.0,375.0,tones/880hz_short.mp3,48,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1517.0,k,1286.0
0.0,32.0,tone_number_task,805.0,655.0,tones/440hz_short.mp3,66,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,621.0,k,441.0
0.0,33.0,tone_number_task,868.0,718.0,tones/440hz_short.mp3,22,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,760.0,j,462.0
0.0,34.0,tone_number_task,929.0,779.0,tones/440hz_short.mp3,34,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,679.0,j,522.0
0.0,35.0,tone_number_task,654.0,504.0,tones/440hz_short.mp3,44,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,654.0,k,528.0
0.0,36.0,tone_number_task,469.0,319.0,tones/880hz_short.mp3,55,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,665.0,k,862.0
0.0,37.0,tone_number_task,580.0,430.0,tones/440hz_short.mp3,21,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,764.0,j,589.0
0.0,38.0,tone_number_task,723.0,573.0,tones/880hz_short.mp3,67,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,986.0,k,658.0
0.0,39.0,tone_number_task,924.0,774.0,tones/440hz_short.mp3,53,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,848.0,k,563.0
1.0,0.0,tone_number_task,1149.0,999.0,tones/880hz_short.mp3,23,tones/880hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,s,1010.0,j,440.0
1.0,1.0,tone_number_task,819.0,669.0,tones/880hz_short.mp3,38,tones/880hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,s,679.0,j,723.0
1.0,3.0,tone_number_task,379.0,229.0,tones/440hz_short.mp3,54,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1216.0,k,1186.0
1.0,4.0,tone_number_task,824.0,674.0,tones/880hz_short.mp3,54,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,522.0,k,548.0
1.0,5.0,tone_number_task,377.0,227.0,tones/440hz_short.mp3,27,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,736.0,j,673.0
1.0,6.0,tone_number_task,813.0,663.0,tones/880hz_short.mp3,64,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,975.0,k,496.0
1.0,7.0,tone_number_task,301.0,151.0,tones/440hz_short.mp3,54,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,858.0,k,1026.0
1.0,8.0,tone_number_task,812.0,662.0,tones/880hz_short.mp3,54,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,a,812.0,k,973.0
1.0,9.0,tone_number_task,584.0,434.0,tones/440hz_short.mp3,50,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,745.0,k,508.0
1.0,10.0,tone_number_task,1128.0,978.0,tones/880hz_short.mp3,41,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,842.0,j,588.0
1.0,11.0,tone_number_task,702.0,552.0,tones/440hz_short.mp3,23,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,965.0,j,1002.0
1.0,12.0,tone_number_task,620.0,470.0,tones/880hz_short.mp3,55,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1072.0,k,793.0
1.0,13.0,tone_number_task,843.0,693.0,tones/880hz_short.mp3,35,tones/880hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,s,801.0,j,409.0
1.0,14.0,tone_number_task,940.0,790.0,tones/440hz_short.mp3,49,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,865.0,k,788.0
1.0,15.0,tone_number_task,1067.0,917.0,tones/440hz_short.mp3,42,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,935.0,j,738.0
