"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language"
"true","false","[]","[]","[]","preload","0","608","0.0-0.0","8","1","2023-10-27 16:28:18","a725c3012b74bf33a1020a98cb69c237","170.51.139.50","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","iPhone","Safari","16.6","iOS","16_6_1","null","es-419,es;q=0.9"
