"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language"
"true","false","[]","[]","[]","preload","0","651","0.0-0.0","37","1","2023-10-31 21:10:08","a725c3012b74bf33a1020a98cb69c237","190.230.217.115","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","es-US,es-419;q=0.9,es;q=0.8"
