"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","check","rt","stimulus","response","question_order","url","task","delay","number","audioFile","trial_duration","font_size","block","round"
"true","false","[]","[]","[]","preload","0","667","0.0-0.0","27","1","2023-10-31 20:59:11","a725c3012b74bf33a1020a98cb69c237","181.229.93.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","false","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","4228","0.0-1.0","27","1","2023-10-31 20:59:11","a725c3012b74bf33a1020a98cb69c237","181.229.93.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","false","","","","","","","","","","","","",""
"","","","","","html-button-response","2","5969","0.0-2.0","27","1","2023-10-31 20:59:11","a725c3012b74bf33a1020a98cb69c237","181.229.93.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","false","1740","<p style=""font-size:24px; color:red;"">Cosas importantes a tener en cuenta antes de comenzar el experimento:</p>","0","","","","","","","","","",""
"","","","","","html-button-response","3","9121","0.0-3.0","27","1","2023-10-31 20:59:11","a725c3012b74bf33a1020a98cb69c237","181.229.93.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","false","3151","<p style=""font-size:24px;"">El experimento dura aproximadamente 15 minutos.</p><p style=""font-size:24px;"">Por favor, no cierres la ventana del navegador durante el experimento.</p><p style=""font-size:24px;"">Si se completa de forma parcial, no se guardará ningún resultado.</p>","0","","","","","","","","","",""
"","","","","","html-button-response","4","10818","0.0-4.0","27","1","2023-10-31 20:59:11","a725c3012b74bf33a1020a98cb69c237","181.229.93.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","false","1696","<p style=""font-size:24px;"">El experimento contiene estímulos sonoros.</p>","0","","","","","","","","","",""
"","","","","","audio-button-response","5","16258","0.0-5.0-0.0","27","1","2023-10-31 20:59:11","a725c3012b74bf33a1020a98cb69c237","181.229.93.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","false","5381","tones/440hz_short.mp3","0","","","","","","","","","",""
"","","","","","audio-button-response","6","18226","0.0-5.1-0.1","27","1","2023-10-31 20:59:11","a725c3012b74bf33a1020a98cb69c237","181.229.93.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","false","1960","tones/440hz_short.mp3","1","","","","","","","","","",""
"","","","","","audio-button-response","7","19634","0.0-6.0-0.0","27","1","2023-10-31 20:59:11","a725c3012b74bf33a1020a98cb69c237","181.229.93.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","false","1400","tones/880hz_short.mp3","1","","","","","","","","","",""
"","","","","","survey-html-form","8","24074","0.0-7.0","27","1","2023-10-31 20:59:11","a725c3012b74bf33a1020a98cb69c237","181.229.93.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","false","4434","","{""response"":""51""}","","","","","","","","","",""
"","","","","","survey-multi-choice","9","27978","0.0-8.0","27","1","2023-10-31 20:59:11","a725c3012b74bf33a1020a98cb69c237","181.229.93.235","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","false","3902","","{""gender"":""Mujer"",""hand"":""Derecha""}","[0,1]","","","","","","","","",""
