"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language"
"true","false","[]","[]","[]","preload","0","134","0.0-0.0","48","1","2023-11-01 00:15:33","a725c3012b74bf33a1020a98cb69c237","181.9.201.236","Mozilla/5.0 (iPhone; CPU iPhone OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/118.0.5993.92 Mobile/15E148 Safari/604.1","iPhone","Chrome","118.0.5993.92","iOS","16_7","null","es-419,es;q=0.9"
