"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","check","rt","stimulus","response","question_order","url","task","delay","number","audioFile","trial_duration","font_size","block","round"
"true","false","[]","[]","[]","preload","0","1728","0.0-0.0","19","1","2023-10-31 20:10:18","a725c3012b74bf33a1020a98cb69c237","189.42.248.18","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36","WebKit","Chrome","118.0.0.0","AndroidOS","10","null","es-ES,es;q=0.9,en;q=0.8","true","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","3864","0.0-1.0","19","1","2023-10-31 20:10:18","a725c3012b74bf33a1020a98cb69c237","189.42.248.18","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36","WebKit","Chrome","118.0.0.0","AndroidOS","10","null","es-ES,es;q=0.9,en;q=0.8","true","","","","","","","","","","","","",""
"","","","","","html-button-response","2","7990","0.0-2.0","19","1","2023-10-31 20:10:18","a725c3012b74bf33a1020a98cb69c237","189.42.248.18","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36","WebKit","Chrome","118.0.0.0","AndroidOS","10","null","es-ES,es;q=0.9,en;q=0.8","true","4121","<p style=""font-size:24px; color:red;"">Cosas importantes a tener en cuenta antes de comenzar el experimento:</p>","0","","","","","","","","","",""
"","","","","","html-button-response","3","12620","0.0-3.0","19","1","2023-10-31 20:10:18","a725c3012b74bf33a1020a98cb69c237","189.42.248.18","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36","WebKit","Chrome","118.0.0.0","AndroidOS","10","null","es-ES,es;q=0.9,en;q=0.8","true","4627","<p style=""font-size:24px;"">El experimento dura aproximadamente 15 minutos.</p><p style=""font-size:24px;"">Por favor, no cierres la ventana del navegador durante el experimento.</p><p style=""font-size:24px;"">Si se completa de forma parcial, no se guardará ningún resultado.</p>","0","","","","","","","","","",""
"","","","","","html-button-response","4","16760","0.0-4.0","19","1","2023-10-31 20:10:18","a725c3012b74bf33a1020a98cb69c237","189.42.248.18","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36","WebKit","Chrome","118.0.0.0","AndroidOS","10","null","es-ES,es;q=0.9,en;q=0.8","true","4138","<p style=""font-size:24px;"">El experimento contiene estímulos sonoros.</p>","0","","","","","","","","","",""
"","","","","","audio-button-response","5","20558","0.0-5.0-0.0","19","1","2023-10-31 20:10:18","a725c3012b74bf33a1020a98cb69c237","189.42.248.18","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36","WebKit","Chrome","118.0.0.0","AndroidOS","10","null","es-ES,es;q=0.9,en;q=0.8","true","3616","tones/440hz_short.mp3","1","","","","","","","","","",""
"","","","","","audio-button-response","6","21874","0.0-6.0-0.0","19","1","2023-10-31 20:10:18","a725c3012b74bf33a1020a98cb69c237","189.42.248.18","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36","WebKit","Chrome","118.0.0.0","AndroidOS","10","null","es-ES,es;q=0.9,en;q=0.8","true","1312","tones/880hz_short.mp3","1","","","","","","","","","",""
"","","","","","survey-html-form","7","25573","0.0-7.0","19","1","2023-10-31 20:10:18","a725c3012b74bf33a1020a98cb69c237","189.42.248.18","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36","WebKit","Chrome","118.0.0.0","AndroidOS","10","null","es-ES,es;q=0.9,en;q=0.8","true","3688","","{""response"":""34""}","","","","","","","","","",""
"","","","","","survey-multi-choice","8","31467","0.0-8.0","19","1","2023-10-31 20:10:18","a725c3012b74bf33a1020a98cb69c237","189.42.248.18","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36","WebKit","Chrome","118.0.0.0","AndroidOS","10","null","es-ES,es;q=0.9,en;q=0.8","true","5889","","{""gender"":""Hombre"",""hand"":""Derecha""}","[0,1]","","","","","","","","",""
"","","","","","external-html","9","91051","0.0-9.0","19","1","2023-10-31 20:10:18","a725c3012b74bf33a1020a98cb69c237","189.42.248.18","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36","WebKit","Chrome","118.0.0.0","AndroidOS","10","null","es-ES,es;q=0.9,en;q=0.8","true","58343","","","","instructions/instructions.html","","","","","","","",""
