block,round,task,trial_duration,delay,audioFile,number,stimulus,type,response_1,rt_1,response_2,rt_2,is_word
0.0,2.0,tone_number_task,392.0,242.0,tones/440hz_short.mp3,25,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1022.0,j,1122.0,False
0.0,3.0,tone_number_task,419.0,269.0,tones/440hz_short.mp3,37,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1010.0,j,1060.0,False
0.0,4.0,tone_number_task,913.0,763.0,tones/440hz_short.mp3,25,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1492.0,j,1070.0,False
0.0,6.0,tone_number_task,1100.0,950.0,tones/880hz_short.mp3,61,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,2288.0,k,1736.0,False
0.0,9.0,tone_number_task,1057.0,907.0,tones/440hz_short.mp3,32,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1820.0,j,1308.0,False
0.0,10.0,tone_number_task,681.0,531.0,tones/440hz_short.mp3,64,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1775.0,k,1600.0,False
0.0,11.0,tone_number_task,955.0,805.0,tones/880hz_short.mp3,60,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1768.0,k,1445.0,False
0.0,12.0,tone_number_task,249.0,99.0,tones/880hz_short.mp3,60,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1035.0,k,1280.0,False
0.0,14.0,tone_number_task,1005.0,855.0,tones/880hz_short.mp3,30,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1950.0,j,1427.0,False
0.0,16.0,tone_number_task,1090.0,940.0,tones/880hz_short.mp3,54,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1816.0,k,1232.0,False
0.0,17.0,tone_number_task,862.0,712.0,tones/880hz_short.mp3,27,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1930.0,j,1565.0,False
0.0,18.0,tone_number_task,1022.0,872.0,tones/880hz_short.mp3,54,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1695.0,k,1235.0,False
0.0,19.0,tone_number_task,299.0,149.0,tones/440hz_short.mp3,29,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1377.0,j,1546.0,False
0.0,20.0,tone_number_task,1056.0,906.0,tones/880hz_short.mp3,24,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1988.0,j,1885.0,False
0.0,22.0,tone_number_task,308.0,158.0,tones/440hz_short.mp3,44,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1308.0,j,1434.0,False
0.0,23.0,tone_number_task,1123.0,973.0,tones/880hz_short.mp3,34,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,2172.0,k,2086.0,False
0.0,24.0,tone_number_task,622.0,472.0,tones/440hz_short.mp3,27,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1543.0,j,1337.0,False
0.0,25.0,tone_number_task,699.0,549.0,tones/440hz_short.mp3,50,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1532.0,k,1317.0,False
0.0,28.0,tone_number_task,900.0,750.0,tones/440hz_short.mp3,23,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1738.0,j,1166.0,False
